unique_quad,field_mission,sampling_site,site_blind_number,sampling_date,obs1,obs2,mud_google_percent,emerg_google_percent,other_google_percent,mud_planned_reps,emerg_planned_reps,other_planned_reps,mud_obs1_percent,emerg_obs1_percent,other_obs1_percent,mud_obs2_percent,emerg_obs2_percent,other_obs2_percent,mud_obsavg_percent,emerg_obsavg_percent,other_obsavg_percent,mud_actual_reps,emerg_actual_reps,other_actual_reps,sampling_start_time_cleaned,eval_obs,flowmeter_rotations,secchi_depth_cm,temp_C,salinity_brix,pH,nitrate_mg.L_NO3,nitrite_mg.L_NO2,phosphate_mg.L_PO4,oxygen_mg.L_o2,point_ID,lat,long,microhabitat_type,depth_cm_cleaned_agg,typha,phrag,cyperus,poa_grass,ludwigia,nymphaea,salvinia,ceratophyllum,potamogeton,pistia,azolla,ipomea,lemna,emergent_stems_cleaned,floating_veg_g_cleaned,number_scoops,field_count_bulinus,date_plated,snail_is_trunc_globo,molec_conf_truncatus,molec_conf_globosus,molec_conf_schisto_haem,molec_conf_schisto_bovis,molec_conf_hybrid,molec_conf_non_schisto,bulinus_mean_shell_height,site_FM_combo,include_in_which_analyses
25-Jul-17_Mbarigot 1_13,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,13,16.09096359,-16.36166626,mud,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_15,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,15,16.09097989,-16.36167523,mud,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_16,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,16,16.09094899,-16.36171439,emergent,54,0,1,0,0,1,0,0,1,0,0,0,0,0,1,40,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_19,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,19,16.0909778,-16.36167613,mud,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_23,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,23,16.09095215,-16.36175778,emergent,28,1,0,0,1,1,0,0,0,0,0,0,1,0,3,5,3,0,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_3,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,3,16.09096031,-16.36172504,emergent,41,1,0,0,0,1,0,0,1,0,0,0,1,0,2,10,3,0,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_30,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,30,16.09096834,-16.36168972,mud,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_31,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,31,16.09095661,-16.361691,emergent,24,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_32,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,32,16.09095707,-16.36171026,mud,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_38,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,38,16.09095699,-16.36169478,mud,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_39,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,39,16.09095123,-16.36173386,other,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,9,7,26-Jul-17,4,0,0,0,0,0,0,9.1025,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_42,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,42,16.09095306,-16.3617185,emergent,63,1,0,0,0,1,0,0,1,0,0,0,0,0,3,10,6,0,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_56,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,56,16.09096423,-16.36167425,mud,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 1_59,5,Mbarigot 1,12,25-Jul-17,AC,Izzy,54,34,12,6,6,3,65,30,5,60,30,10,62.5,30,7.5,9,5,1,11:15,Sidy,3,79,30,0,6.85,3.7,0,1.15,NA,59,16.09094978,-16.36176795,mud,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,26-Jul-17,1,0,1,1,0,0,0,13.11,Mbarigot 1_FM_5,exclude
25-Jul-17_Mbarigot 2_1,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,1,16.09021808,-16.36405278,emergent,48,1,0,0,0,0,0,0,1,0,0,1,0,0,2,360,9,NA,26-Jul-17,13,0,0,0,0,0,0,6.0575,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_12,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,12,16.09023038,-16.3640651,mud,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,6,1,26-Jul-17,1,0,0,0,0,0,0,5.16,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_14,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,14,16.09021499,-16.36408457,mud,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,3,7,26-Jul-17,5,0,0,0,0,0,0,4.262,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_17,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,17,16.09019408,-16.36406102,mud,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_18,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,18,16.0902111,-16.36408386,other,29,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,3,6,26-Jul-17,6,0,0,0,0,0,0,7.226666667,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_2,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,2,16.09021164,-16.36406547,mud,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_28,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,28,16.09023419,-16.3640579,mud,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,325,6,5,26-Jul-17,1,0,0,0,0,0,0,5.13,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_30,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,30,16.09021246,-16.36406015,mud,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,6,0,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_4,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,4,16.09021767,-16.36405622,mud,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,3,2,26-Jul-17,4,0,0,1,0,0,0,6.875,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_47,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,47,16.09021089,-16.36407582,other,29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,12,26-Jul-17,11,0,0,0,0,0,0,6.711818182,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_48,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,48,16.09022693,-16.3640797,emergent,34,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,9,11,26-Jul-17,5,0,0,0,0,0,0,7.296,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 2_9,5,Mbarigot 2,13,25-Jul-17,AC,Izzy,29,15,55,5,2,8,50,25,25,60,20,20,55,22.5,22.5,7,3,2,13:05,Sidy,4,75,32,0,7.05,1.55,0.06,0.59,NA,9,16.09020902,-16.3640473,emergent,31,1,0,0,0,1,0,0,1,0,0,0,0,0,3,200,6,3,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 2_FM_5,exclude
25-Jul-17_Mbarigot 3_12,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,12,16.09347318,-16.35855488,other,39,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100,9,13,26-Jul-17,12,2,0,0,2,0,0,5.04,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_16,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,16,16.09349625,-16.35854914,mud,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,0,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_17,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,17,16.09349869,-16.35853196,mud,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,9,2,26-Jul-17,2,0,0,0,0,0,0,4.34,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_26,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,26,16.09346581,-16.35855428,emergent,10,0,1,0,1,1,0,0,1,0,0,0,0,0,10,25,3,5,26-Jul-17,5,0,0,0,0,0,0,4.674,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_43,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,43,16.09346006,-16.35857461,emergent,55,0,1,0,1,0,0,0,1,0,0,0,0,0,2,75,3,2,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_53,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,53,16.09349593,-16.35854865,other,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_54,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,54,16.09346347,-16.35858072,other,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,0,,0,0,0,0,0,0,0,NA,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_55,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,55,16.09347783,-16.35854259,mud,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,6,0,26-Jul-17,0,0,0,0,0,0,0,NA,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_58,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,58,16.09344598,-16.35859251,emergent,45,0,1,0,1,0,0,0,1,0,0,0,1,0,4,30,3,9,26-Jul-17,9,0,0,0,0,0,0,4.047142857,Mbarigot 3_FM_5,exclude
25-Jul-17_Mbarigot 3_6,5,Mbarigot 3,11,25-Jul-17,AC,Izzy,76,16,8,12,2,1,60,20,20,75,15,10,67.5,17.5,15,10,3,2,9:40,Sidy,3,78,26,0,7.2,NA,NA,0.22,NA,6,16.09351438,-16.35853566,mud,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,275,3,1,26-Jul-17,1,0,0,0,0,0,0,4.33,Mbarigot 3_FM_5,exclude
25-May-16_Guidik 1_1,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,1,16.115196,-15.904494,mud,11,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,6,0,NA,1,0,0,0,0,0,0,6.23,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_10,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,10,16.115278,-15.904517,other,43.688,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,200,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_2,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,2,16.115229,-15.904462,mud,15.24,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,10,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_20,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,20,16.115282,-15.904454,mud,20,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_22,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,22,16.115436,-15.904448,emergent,70,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,8,250,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_23,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,23,16.115373,-15.904501,other,70,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0,250,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_27,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,27,16.115217,-15.904549,emergent,62.23,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,2,400,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_3,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,3,16.115365,-15.904446,other,15.24,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,275,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_38,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,38,16.1153,-15.904512,other,40,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0,200,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_4,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,4,16.115463,-15.904446,emergent,63.5,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,2,200,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_6,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,6,16.115398,-15.904446,emergent,66,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,5,0,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_61,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,61,16.115398,-15.904494,other,71.12,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0,800,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_62,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,62,16.115272,-15.904539,other,65,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,0,1500,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_63,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,63,16.115252,-15.904555,other,62.23,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,400,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 1_7,1,Guidik 1,NA,25-May-16,NA,NA,40,28,31,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,7,NA,NA,2,37,26,0,7.85,1.84,0.01,0.36,NA,7,16.115291,-15.904432,mud,19.05,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 1_FM_1,include_first_three
25-May-16_Guidik 2_1,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,1,16.113783,-15.904937,other,15.24,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,0,500,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_11,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,11,16.113805,-15.904885,mud,28,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_12,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,12,16.113761,-15.904891,mud,24,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_13,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,13,16.113833,-15.9049,mud,29,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_15,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,15,16.113804,-15.90492,mud,38,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_17,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,17,16.113845,-15.904861,mud,27,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,50,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_19,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,19,16.113864,-15.904865,emergent,49,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,0,600,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_20,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,20,16.113878,-15.904803,other,18,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,800,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_29,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,29,16.113739,-15.904886,emergent,22,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,275,NA,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_3,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,3,16.113837,-15.904884,mud,30.48,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,0,400,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
25-May-16_Guidik 2_31,1,Guidik 2,NA,25-May-16,NA,NA,77,20,4,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,NA,NA,2,36,26,0,8.3,2.06,0.02,0.47,NA,31,16.113757,-15.904884,mud,19.05,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,3,0,NA,0,0,0,0,0,0,0,NA,Guidik 2_FM_1,include_first_three
